epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl,kl_capacity
1,1.080309510231018,1.0099213123321533,0.0787215605378151,1.070159912109375,1.0215176343917847,0.0569755993783474,0.008333333333333333
2,1.0573300123214722,1.0066673755645752,0.06732925027608871,1.0517079830169678,1.019983172416687,0.048391424119472504,0.016666666666666666
3,1.0393931865692139,1.0062938928604126,0.05809929221868515,1.0357270240783691,1.0194615125656128,0.041265517473220825,0.025
4,1.0230506658554077,1.004929780960083,0.051454223692417145,1.0217010974884033,1.0196641683578491,0.035370320081710815,0.03333333333333333
5,1.0061390399932861,1.0034894943237305,0.044316232204437256,1.028335452079773,1.0171984434127808,0.030529655516147614,0.041666666666666664
6,1.0137547254562378,1.002992868423462,0.03923817351460457,1.0386728048324585,1.0166373252868652,0.027964474633336067,0.05
7,1.0243250131607056,1.0024577379226685,0.0364660806953907,1.0477911233901978,1.016255259513855,0.026797467842698097,0.058333333333333334
8,1.0339329242706299,1.0021668672561646,0.03490061312913895,1.055775761604309,1.01571524143219,0.026606203988194466,0.06666666666666667
9,1.0410749912261963,1.000766634941101,0.03469159081578255,1.0642472505569458,1.0164616107940674,0.027214311063289642,0.075
10,1.0491772890090942,1.0009263753890991,0.03508243337273598,1.071177363395691,1.0164073705673218,0.028563324362039566,0.08333333333333333
11,1.056331992149353,1.0012898445129395,0.036624543368816376,1.076952576637268,1.0159637928009033,0.030677903443574905,0.09166666666666666
12,1.0623443126678467,1.0005460977554321,0.03820180892944336,1.0824617147445679,1.01608407497406,0.03362231329083443,0.1
13,1.0677140951156616,1.0003060102462769,0.040925294160842896,1.0856550931930542,1.0148354768753052,0.03751375153660774,0.10833333333333334
14,1.0720219612121582,1.0005024671554565,0.04514722526073456,1.0873677730560303,1.0132173299789429,0.04251623898744583,0.11666666666666667
15,1.0748947858810425,1.0001466274261475,0.05025186017155647,1.0911134481430054,1.0149341821670532,0.04882073029875755,0.125
16,1.076507568359375,0.9998634457588196,0.056689176708459854,1.0904723405838013,1.0137722492218018,0.05663323029875755,0.13333333333333333
17,1.0776188373565674,1.0002374649047852,0.06428535282611847,1.0874429941177368,1.0120391845703125,0.06626288592815399,0.14166666666666666
18,1.0750664472579956,0.9993550777435303,0.07428862154483795,1.0848675966262817,1.0129045248031616,0.07803697139024734,0.15
19,1.0715839862823486,0.9990752339363098,0.08582457154989243,1.0797313451766968,1.0137463808059692,0.09234839677810669,0.15833333333333333
20,1.0649337768554688,0.9982010126113892,0.0999339297413826,1.0691328048706055,1.0120799541473389,0.10961385816335678,0.16666666666666666
21,1.056052327156067,0.9988510012626648,0.11779865622520447,1.0572333335876465,1.0125226974487305,0.13028930127620697,0.175
22,1.0422652959823608,0.9978048801422119,0.138872891664505,1.0406179428100586,1.0122911930084229,0.1550065279006958,0.18333333333333332
23,1.0279635190963745,0.9976120591163635,0.1613151878118515,1.0179593563079834,1.0106487274169922,0.18435604870319366,0.19166666666666668
24,1.004518747329712,0.9973893165588379,0.1928706169128418,1.0302588939666748,1.011199951171875,0.21905897557735443,0.2
25,1.0133047103881836,0.9967887997627258,0.22484928369522095,1.0407323837280273,1.0086952447891235,0.240370512008667,0.20833333333333334
26,1.0252642631530762,0.9954524636268616,0.24647849798202515,1.0432432889938354,1.0107171535491943,0.24919280409812927,0.21666666666666667
27,1.026936650276184,0.9956858158111572,0.2562508285045624,1.0317457914352417,1.0088090896606445,0.24793674051761627,0.225
28,1.0156497955322266,0.9952853322029114,0.2536977529525757,1.0163967609405518,1.0104352235794067,0.2392948716878891,0.23333333333333334
29,1.0014761686325073,0.9950932264328003,0.2480495721101761,1.0253198146820068,1.0092520713806152,0.22559891641139984,0.24166666666666667
30,1.0141699314117432,0.9948526620864868,0.23068271577358246,1.0392869710922241,1.0095045566558838,0.22021757066249847,0.25
31,1.0263416767120361,0.9940320253372192,0.22602368891239166,1.04586660861969,1.0086508989334106,0.22111761569976807,0.25833333333333336
32,1.0340712070465088,0.9939973950386047,0.22659288346767426,1.0464065074920654,1.0070385932922363,0.227298766374588,0.26666666666666666
33,1.035671353340149,0.9939807057380676,0.23330935835838318,1.0417544841766357,1.0051099061965942,0.23835542798042297,0.275
34,1.0311729907989502,0.9928580522537231,0.2450183480978012,1.0342265367507935,1.005169153213501,0.254275918006897,0.2833333333333333
35,1.022145390510559,0.9922289252281189,0.261750191450119,1.021992802619934,1.0056917667388916,0.2753656506538391,0.2916666666666667
36,1.0080511569976807,0.9918191432952881,0.2837679386138916,1.005890130996704,1.0037096738815308,0.3021804690361023,0.3
37,0.9913477897644043,0.9910527467727661,0.3086283504962921,1.0149614810943604,1.0039565563201904,0.31933820247650146,0.30833333333333335
38,1.0008108615875244,0.9911187887191772,0.32635873556137085,1.0131449699401855,1.003145694732666,0.32666587829589844,0.31666666666666665
39,0.9981573224067688,0.990119993686676,0.3330373167991638,1.002129077911377,1.001932978630066,0.3251960575580597,0.325
40,0.9922897815704346,0.9898157119750977,0.33085930347442627,1.0047855377197266,1.0032192468643188,0.33176711201667786,0.3333333333333333
41,0.9916110634803772,0.9888076186180115,0.33886322379112244,1.0062941312789917,1.0023181438446045,0.34564268589019775,0.3416666666666667
42,0.9904541969299316,0.9882827997207642,0.3521713614463806,1.0026105642318726,1.002526044845581,0.3500845432281494,0.35
43,0.9916476011276245,0.9885990023612976,0.3552846908569336,1.0029072761535645,0.9989811778068542,0.36225947737693787,0.35833333333333334
44,0.9897410869598389,0.987384557723999,0.3690231740474701,1.001487374305725,0.9998225569725037,0.3650018870830536,0.36666666666666664
45,0.9940438270568848,0.987032949924469,0.3679891526699066,0.999610185623169,0.9988358020782471,0.3757743835449219,0.375
46,0.9915069341659546,0.9861820340156555,0.3780084252357483,1.0113064050674438,1.0005086660385132,0.39413103461265564,0.38333333333333336
47,0.9952351450920105,0.9852668046951294,0.4016350209712982,1.0061726570129395,0.9958817958831787,0.40195760130882263,0.39166666666666666
48,0.9905500411987305,0.9856085181236267,0.40494149923324585,0.9962852001190186,0.9960839748382568,0.4002012312412262,0.4
49,0.987594485282898,0.9839232563972473,0.4046621322631836,0.9999055862426758,0.9991323351860046,0.4075600802898407,0.4083333333333333
50,0.990227460861206,0.9849369525909424,0.4113761782646179,1.0027798414230347,0.9961661696434021,0.42328035831451416,0.4166666666666667
51,0.9860141277313232,0.9839534163475037,0.42293933033943176,1.0135473012924194,0.9914442300796509,0.4471030533313751,0.425
52,0.9990453720092773,0.980996310710907,0.45138242840766907,1.0196605920791626,0.9938940405845642,0.4590999186038971,0.43333333333333335
53,1.002699375152588,0.9814227819442749,0.46294328570365906,1.0098981857299805,0.9916574954986572,0.45990729331970215,0.44166666666666665
54,0.9984193444252014,0.9815347194671631,0.4668846130371094,0.9943109750747681,0.9933684468269348,0.4509425461292267,0.45
55,0.9877659678459167,0.9816296100616455,0.45219698548316956,0.9971467852592468,0.9914772510528564,0.4526638090610504,0.4583333333333333
56,0.9905297756195068,0.9796600937843323,0.4557969570159912,0.9937356114387512,0.9908581376075745,0.4637891948223114,0.4666666666666667
57,0.9844759106636047,0.9798628091812134,0.47038689255714417,1.0000624656677246,0.9911695718765259,0.48389285802841187,0.475
58,0.979811429977417,0.9780869483947754,0.4850578010082245,0.9956815838813782,0.9866581559181213,0.4923567473888397,0.48333333333333334
59,0.9781316518783569,0.9774466156959534,0.4909816384315491,1.000351905822754,0.9814878106117249,0.5105307698249817,0.49166666666666664
60,0.9909383654594421,0.9763895273208618,0.5145488381385803,0.9982786774635315,0.9817807078361511,0.5164979696273804,0.5
61,0.989298403263092,0.9747122526168823,0.5145861506462097,0.9961575865745544,0.9846292734146118,0.5115283131599426,0.5
62,0.9844138622283936,0.9763142466545105,0.5080996155738831,0.9861535429954529,0.9835458993911743,0.49739235639572144,0.5
63,0.9792179465293884,0.9749924540519714,0.495774507522583,0.9879608154296875,0.9829321503639221,0.49497130513191223,0.5
64,0.9753036499023438,0.9743968844413757,0.4990932047367096,0.9842149019241333,0.9815049767494202,0.5027099251747131,0.5
65,0.975371241569519,0.9715096354484558,0.5038616061210632,0.9859685301780701,0.9855673313140869,0.5004011988639832,0.5
66,0.9746288061141968,0.9730721712112427,0.5015566349029541,0.9942747354507446,0.9836134314537048,0.4893386662006378,0.5
67,0.9809898138046265,0.9736925363540649,0.4927026927471161,0.992936909198761,0.9818602800369263,0.4889233708381653,0.5
68,0.9764081239700317,0.9711713194847107,0.49476316571235657,0.9850329160690308,0.9828993678092957,0.4978664219379425,0.5
69,0.9730183482170105,0.9695136547088623,0.5035046935081482,0.985875129699707,0.9829894304275513,0.49711427092552185,0.5
70,0.9710832834243774,0.970829427242279,0.4997461140155792,0.9792255759239197,0.9734213352203369,0.5058042407035828,0.5
71,0.9772560000419617,0.9706373810768127,0.5066186189651489,0.9851752519607544,0.9803162813186646,0.5048589706420898,0.5
72,0.9796730875968933,0.9681558609008789,0.5115172266960144,0.979133129119873,0.9744536280632019,0.49532049894332886,0.5
73,0.9793456792831421,0.9723835587501526,0.4930378794670105,0.9808691740036011,0.9766921997070312,0.49582305550575256,0.5
74,0.9751585721969604,0.9702510833740234,0.4950925409793854,0.979723334312439,0.9744889736175537,0.5052343606948853,0.5
75,0.9788188338279724,0.9688111543655396,0.5100076794624329,0.9799577593803406,0.9747498631477356,0.505207896232605,0.5
76,0.9752299785614014,0.9649915099143982,0.5102384686470032,0.9750611782073975,0.9718477725982666,0.49678656458854675,0.5
77,0.9684532880783081,0.9681745767593384,0.4997212886810303,0.9756802916526794,0.9738356471061707,0.4981553554534912,0.5
78,0.968669056892395,0.9664323925971985,0.49776333570480347,0.9837316870689392,0.9754934906959534,0.5082381963729858,0.5
79,0.9716368913650513,0.9665722846984863,0.5050646066665649,0.980233371257782,0.9710483551025391,0.5091850161552429,0.5
80,0.9748818874359131,0.9612841010093689,0.5135977864265442,0.97014319896698,0.9683566689491272,0.5017865300178528,0.5
81,0.9642457962036133,0.9635118842124939,0.499266117811203,0.9711742401123047,0.967206597328186,0.5039676427841187,0.5
82,0.9686034321784973,0.9621933698654175,0.5064100623130798,0.9670228958129883,0.964979350566864,0.4979564845561981,0.5
83,0.9618104696273804,0.9606717824935913,0.4988613426685333,0.9729701280593872,0.9717785120010376,0.5011916160583496,0.5
84,0.9645348787307739,0.9635709524154663,0.49903604388237,0.9802544713020325,0.9674959182739258,0.5127585530281067,0.5
85,0.9725591540336609,0.9581906795501709,0.51436847448349,0.9785692691802979,0.9634064435958862,0.5151628255844116,0.5
86,0.9737063646316528,0.9547845125198364,0.5189218521118164,0.9740520119667053,0.9648576378822327,0.5091943740844727,0.5
87,0.9684092998504639,0.9595401883125305,0.5088691115379333,0.9574387073516846,0.953607976436615,0.4961692690849304,0.5
88,0.9680062532424927,0.9615484476089478,0.49354222416877747,0.9696707725524902,0.9626238942146301,0.4929530918598175,0.5
89,0.9678465127944946,0.9591278433799744,0.49128133058547974,0.9651974439620972,0.9634550213813782,0.4982575476169586,0.5
90,0.9579147100448608,0.955851137638092,0.4979364275932312,0.9660180807113647,0.9545249342918396,0.5114931464195251,0.5
91,0.9601578712463379,0.9570730924606323,0.5030847787857056,0.9731924533843994,0.9573014378547668,0.5158910155296326,0.5
92,0.9670136570930481,0.9531332850456238,0.5138803720474243,0.9626970291137695,0.9506153464317322,0.5120816826820374,0.5
93,0.9615006446838379,0.9527033567428589,0.508797287940979,0.9519436955451965,0.9507871866226196,0.5011565089225769,0.5
94,0.9574394822120667,0.9505181312561035,0.5069213509559631,0.9730679392814636,0.9573325514793396,0.484264612197876,0.5
95,0.9682150483131409,0.9523170590400696,0.4841020107269287,0.9788120985031128,0.9560534358024597,0.47724130749702454,0.5
96,0.972542405128479,0.9544034004211426,0.4818609654903412,0.9777941107749939,0.956488311290741,0.47869420051574707,0.5
97,0.9688478708267212,0.9516627192497253,0.48281481862068176,0.9648454785346985,0.9526205062866211,0.4877750277519226,0.5
98,0.9673794507980347,0.9500272870063782,0.4826478660106659,0.9507086873054504,0.946702778339386,0.5040059089660645,0.5
99,0.9504802227020264,0.9456747770309448,0.5048054456710815,0.9486092329025269,0.9370605945587158,0.511548638343811,0.5
100,0.960861325263977,0.9445685744285583,0.5162927508354187,0.9556148648262024,0.9447305798530579,0.5108842849731445,0.5
