user_id,activity,status,device,ip_address,duration_ms,object_count,hour,day_of_week
61,7,0,0,3232235875,1726.0,1.0,3.0,2.0
76,7,0,8,3232235915,1100.0,1.0,5.0,2.0
1,7,1,7,3232235784,1418.0,1.0,7.0,2.0
1,1,0,7,3232235784,4791.0,4.0,7.0,2.0
1,4,0,7,3232235784,3625.0,3.0,7.0,2.0
1,3,0,7,3232235784,1837.0,4.0,7.0,2.0
1,8,0,7,3232235784,220.0,1.0,7.0,2.0
76,6,0,8,3232235915,1012.0,1.0,7.0,2.0
76,0,0,8,3232235915,1456.0,7.0,7.0,2.0
76,8,0,8,3232235915,1231.0,1.0,7.0,2.0
21,7,0,7,3232235785,524.0,1.0,8.0,2.0
21,6,0,7,3232235785,3326.0,9.0,8.0,2.0
21,0,0,7,3232235785,5761.0,1.0,8.0,2.0
21,8,0,7,3232235785,1307.0,1.0,8.0,2.0
80,7,0,4,3232235834,411.0,1.0,10.0,2.0
80,6,0,4,3232235834,3877.0,5.0,10.0,2.0
80,0,0,4,1120361040,848.0,8.0,10.0,2.0
80,8,0,4,3232235834,298.0,1.0,10.0,2.0
26,7,1,8,3232235885,763.0,1.0,10.0,2.0
26,6,0,8,3232235885,576.0,1.0,10.0,2.0
26,0,0,8,3232235885,3314.0,2.0,10.0,2.0
26,8,0,8,3232235885,1064.0,100.0,10.0,2.0
86,7,0,0,3232235930,376.0,1.0,11.0,2.0
86,6,0,0,3232235930,3939.0,3.0,11.0,2.0
86,0,0,0,3232235930,2834.0,9.0,11.0,2.0
86,8,0,0,3232235930,1114.0,1.0,11.0,2.0
80,7,0,4,2638570110,1674.0,1.0,12.0,2.0
80,6,0,4,3232235834,4985.0,3.0,12.0,2.0
80,0,0,4,3232235834,5530.0,1.0,12.0,2.0
80,8,0,4,3232235834,963.0,1.0,12.0,2.0
6,7,1,4,3232235840,1053.0,1.0,12.0,2.0
6,6,0,4,3232235840,7.0,4.0,12.0,2.0
6,5,0,4,3232235840,3966.0,6.0,12.0,2.0
6,2,0,4,3232235840,2746.0,5.0,12.0,2.0
6,9,0,4,3232235840,7840.0,1.0,12.0,2.0
6,8,0,4,3232235840,809.0,1.0,12.0,2.0
33,7,0,1,3232236023,1747.0,1.0,14.0,2.0
33,6,0,1,3232236023,1340.0,8.0,14.0,2.0
33,0,0,1,3232236023,4022.0,4.0,14.0,2.0
33,8,0,1,3232236023,867.0,1.0,15.0,2.0
43,7,0,8,3232235853,1557.0,1.0,15.0,2.0
43,6,0,8,3232235853,5567.0,8.0,15.0,2.0
