threshold,test_f1,test_precision,test_recall,test_fpr,localhost_eval_fp,localhost_eval_fpr
0.451601,0.7882,0.9571,0.67,0.0025,0,0.0
0.456608,0.7892,0.9599,0.67,0.0023,0,0.0
0.461614,0.7834,0.9594,0.662,0.0023,0,0.0
0.466621,0.7838,0.9649,0.66,0.002,0,0.0
0.471628,0.7833,0.9676,0.658,0.0018,0,0.0
0.476634,0.7775,0.9673,0.65,0.0018,0,0.0
0.481641,0.776,0.9672,0.648,0.0018,0,0.0
0.486648,0.7716,0.9669,0.642,0.0018,0,0.0
0.491654,0.7687,0.9667,0.638,0.0018,0,0.0
0.496661,0.7676,0.9724,0.634,0.0015,0,0.0
0.501668,0.7631,0.9721,0.628,0.0015,0,0.0
0.506674,0.7585,0.9719,0.622,0.0015,0,0.0
0.511681,0.7509,0.9714,0.612,0.0015,0,0.0
0.516688,0.7448,0.9711,0.604,0.0015,0,0.0
0.521694,0.7417,0.9709,0.6,0.0015,0,0.0
0.526701,0.737,0.9706,0.594,0.0015,0,0.0
0.531708,0.737,0.9706,0.594,0.0015,0,0.0
0.536715,0.737,0.9706,0.594,0.0015,0,0.0
0.541721,0.7354,0.9705,0.592,0.0015,0,0.0
0.546728,0.7307,0.9702,0.586,0.0015,0,0.0
0.551735,0.7243,0.9698,0.578,0.0015,0,0.0
0.556741,0.7195,0.9695,0.572,0.0015,0,0.0
0.561748,0.7146,0.9692,0.566,0.0015,0,0.0
0.566755,0.7081,0.9688,0.558,0.0015,0,0.0
0.571761,0.7048,0.9685,0.554,0.0015,0,0.0
0.576768,0.6983,0.9749,0.544,0.0012,0,0.0
0.581775,0.695,0.9747,0.54,0.0012,0,0.0
0.586781,0.6933,0.9746,0.538,0.0012,0,0.0
0.591788,0.6848,0.9742,0.528,0.0012,0,0.0
0.596795,0.678,0.9738,0.52,0.0012,0,0.0
0.601801,0.6745,0.9736,0.516,0.0012,0,0.0
0.606808,0.6719,0.9771,0.512,0.001,0,0.0
0.611815,0.6719,0.9771,0.512,0.001,0,0.0
0.616821,0.6719,0.9771,0.512,0.001,0,0.0
0.621828,0.6684,0.9769,0.508,0.001,0,0.0
0.626835,0.6614,0.9766,0.5,0.001,0,0.0
0.631841,0.6614,0.9766,0.5,0.001,0,0.0
0.636848,0.6578,0.9764,0.496,0.001,0,0.0
0.641855,0.6587,0.9802,0.496,0.0008,0,0.0
0.646861,0.6497,0.9798,0.486,0.0008,0,0.0
0.651868,0.6461,0.9797,0.482,0.0008,0,0.0
0.656875,0.6388,0.9793,0.474,0.0008,0,0.0
0.661881,0.6277,0.9788,0.462,0.0008,0,0.0
0.666888,0.6277,0.9788,0.462,0.0008,0,0.0
0.671895,0.624,0.9786,0.458,0.0008,0,0.0
0.676902,0.6221,0.9785,0.456,0.0008,0,0.0
0.681908,0.6202,0.9784,0.454,0.0008,0,0.0
0.686915,0.6107,0.978,0.444,0.0008,0,0.0
0.691922,0.605,0.9777,0.438,0.0008,0,0.0
0.696928,0.5953,0.9772,0.428,0.0008,0,0.0
0.701935,0.5922,0.9815,0.424,0.0007,0,0.0
0.706942,0.5843,0.9811,0.416,0.0007,0,0.0
0.711948,0.5803,0.981,0.412,0.0007,0,0.0
0.716955,0.5763,0.9808,0.408,0.0007,0,0.0
0.721962,0.5722,0.9806,0.404,0.0007,0,0.0
0.726968,0.5621,0.9801,0.394,0.0007,0,0.0
0.731975,0.5559,0.9798,0.388,0.0007,0,0.0
0.736982,0.5496,0.9795,0.382,0.0007,0,0.0
0.741988,0.5476,0.9794,0.38,0.0007,0,0.0
0.746995,0.537,0.9788,0.37,0.0007,0,0.0
0.752002,0.5306,0.9785,0.364,0.0007,0,0.0
0.757008,0.5263,0.9783,0.36,0.0007,0,0.0
0.762015,0.5155,0.9777,0.35,0.0007,0,0.0
0.767022,0.5118,0.983,0.346,0.0005,0,0.0
0.772028,0.503,0.9826,0.338,0.0005,0,0.0
0.777035,0.494,0.9821,0.33,0.0005,0,0.0
0.782042,0.4849,0.9817,0.322,0.0005,0,0.0
0.787048,0.4827,0.9816,0.32,0.0005,0,0.0
0.792055,0.4804,0.9815,0.318,0.0005,0,0.0
0.797062,0.4711,0.981,0.31,0.0005,0,0.0
0.802068,0.4618,0.9805,0.302,0.0005,0,0.0
0.807075,0.4475,0.9797,0.29,0.0005,0,0.0
0.812082,0.4451,0.9796,0.288,0.0005,0,0.0
0.817088,0.4355,0.979,0.28,0.0005,0,0.0
0.822095,0.4281,0.9786,0.274,0.0005,0,0.0
0.827102,0.4257,0.9784,0.272,0.0005,0,0.0
0.832109,0.4257,0.9784,0.272,0.0005,0,0.0
0.837115,0.4232,0.9783,0.27,0.0005,0,0.0
0.842122,0.4132,0.9776,0.262,0.0005,0,0.0
0.847129,0.4032,0.9769,0.254,0.0005,0,0.0
0.852135,0.3936,0.984,0.246,0.0003,0,0.0
0.857142,0.391,0.9839,0.244,0.0003,0,0.0
0.862149,0.3806,0.9833,0.236,0.0003,0,0.0
0.867155,0.3754,0.9831,0.232,0.0003,0,0.0
0.872162,0.3728,0.9829,0.23,0.0003,0,0.0
0.877169,0.3675,0.9826,0.226,0.0003,0,0.0
0.882175,0.3595,0.9821,0.22,0.0003,0,0.0
0.887182,0.3541,0.9818,0.216,0.0003,0,0.0
0.892189,0.3487,0.9815,0.212,0.0003,0,0.0
0.897195,0.3432,0.9811,0.208,0.0003,0,0.0
0.902202,0.335,0.9806,0.202,0.0003,0,0.0
0.907209,0.335,0.9806,0.202,0.0003,0,0.0
0.912215,0.335,0.9806,0.202,0.0003,0,0.0
0.917222,0.3322,0.9804,0.2,0.0003,0,0.0
0.922229,0.3322,0.9804,0.2,0.0003,0,0.0
0.927235,0.3239,0.9798,0.194,0.0003,0,0.0
0.932242,0.3183,0.9794,0.19,0.0003,0,0.0
0.937249,0.3183,0.9794,0.19,0.0003,0,0.0
0.942255,0.3154,0.9792,0.188,0.0003,0,0.0
0.947262,0.3069,0.9785,0.182,0.0003,0,0.0
0.952269,0.3069,0.9785,0.182,0.0003,0,0.0
0.957275,0.3012,0.978,0.178,0.0003,0,0.0
0.962282,0.2983,0.9778,0.176,0.0003,0,0.0
0.967289,0.2925,0.9773,0.172,0.0003,0,0.0
0.972295,0.2925,0.9773,0.172,0.0003,0,0.0
0.977302,0.2925,0.9773,0.172,0.0003,0,0.0
0.982309,0.2925,0.9773,0.172,0.0003,0,0.0
0.987316,0.2896,0.977,0.17,0.0003,0,0.0
0.992322,0.2896,0.977,0.17,0.0003,0,0.0
0.997329,0.2867,0.9767,0.168,0.0003,0,0.0
1.002336,0.2808,0.9762,0.164,0.0003,0,0.0
1.007342,0.2779,0.9759,0.162,0.0003,0,0.0
1.012349,0.2749,0.9756,0.16,0.0003,0,0.0
1.017356,0.2749,0.9756,0.16,0.0003,0,0.0
1.022362,0.2719,0.9753,0.158,0.0003,0,0.0
1.027369,0.2719,0.9753,0.158,0.0003,0,0.0
1.032376,0.269,0.975,0.156,0.0003,0,0.0
1.037382,0.269,0.975,0.156,0.0003,0,0.0
1.042389,0.266,0.9747,0.154,0.0003,0,0.0
1.047396,0.26,0.974,0.15,0.0003,0,0.0
1.052402,0.2539,0.9733,0.146,0.0003,0,0.0
1.057409,0.2509,0.973,0.144,0.0003,0,0.0
1.062416,0.2509,0.973,0.144,0.0003,0,0.0
1.067422,0.2478,0.9726,0.142,0.0003,0,0.0
1.072429,0.2386,0.9714,0.136,0.0003,0,0.0
1.077436,0.2386,0.9714,0.136,0.0003,0,0.0
1.082442,0.2324,0.9706,0.132,0.0003,0,0.0
1.087449,0.2293,0.9701,0.13,0.0003,0,0.0
1.092456,0.223,0.9692,0.126,0.0003,0,0.0
1.097462,0.2234,0.9844,0.126,0.0002,0,0.0
1.102469,0.2171,0.9839,0.122,0.0002,0,0.0
1.107476,0.2139,0.9836,0.12,0.0002,0,0.0
1.112482,0.2139,0.9836,0.12,0.0002,0,0.0
1.117489,0.2075,0.9831,0.116,0.0002,0,0.0
1.122496,0.2043,0.9828,0.114,0.0002,0,0.0
1.127503,0.1913,0.9815,0.106,0.0002,0,0.0
1.132509,0.1848,0.9808,0.102,0.0002,0,0.0
1.137516,0.1782,0.98,0.098,0.0002,0,0.0
1.142523,0.1749,0.9796,0.096,0.0002,0,0.0
1.147529,0.1715,0.9792,0.094,0.0002,0,0.0
1.152536,0.1682,0.9787,0.092,0.0002,0,0.0
1.157543,0.1648,0.9783,0.09,0.0002,0,0.0
1.162549,0.1648,0.9783,0.09,0.0002,0,0.0
1.167556,0.1648,0.9783,0.09,0.0002,0,0.0
1.172563,0.1547,0.9767,0.084,0.0002,0,0.0
1.177569,0.1513,0.9762,0.082,0.0002,0,0.0
1.182576,0.1513,0.9762,0.082,0.0002,0,0.0
1.187583,0.1513,0.9762,0.082,0.0002,0,0.0
1.192589,0.1479,0.9756,0.08,0.0002,0,0.0
1.197596,0.1479,0.9756,0.08,0.0002,0,0.0
1.202603,0.141,0.9744,0.076,0.0002,0,0.0
1.207609,0.141,0.9744,0.076,0.0002,0,0.0
1.212616,0.141,0.9744,0.076,0.0002,0,0.0
1.217623,0.1413,1.0,0.076,0.0,0,0.0
1.222629,0.1378,1.0,0.074,0.0,0,0.0
1.227636,0.1378,1.0,0.074,0.0,0,0.0
1.232643,0.1378,1.0,0.074,0.0,0,0.0
1.237649,0.1308,1.0,0.07,0.0,0,0.0
1.242656,0.1273,1.0,0.068,0.0,0,0.0
1.247663,0.1273,1.0,0.068,0.0,0,0.0
1.252669,0.1273,1.0,0.068,0.0,0,0.0
1.257676,0.1238,1.0,0.066,0.0,0,0.0
1.262683,0.1203,1.0,0.064,0.0,0,0.0
1.267689,0.1203,1.0,0.064,0.0,0,0.0
1.272696,0.1168,1.0,0.062,0.0,0,0.0
1.277703,0.1168,1.0,0.062,0.0,0,0.0
1.28271,0.1168,1.0,0.062,0.0,0,0.0
1.287716,0.1132,1.0,0.06,0.0,0,0.0
1.292723,0.1061,1.0,0.056,0.0,0,0.0
1.29773,0.1025,1.0,0.054,0.0,0,0.0
1.302736,0.0989,1.0,0.052,0.0,0,0.0
1.307743,0.0916,1.0,0.048,0.0,0,0.0
1.31275,0.0916,1.0,0.048,0.0,0,0.0
1.317756,0.088,1.0,0.046,0.0,0,0.0
1.322763,0.088,1.0,0.046,0.0,0,0.0
1.32777,0.088,1.0,0.046,0.0,0,0.0
1.332776,0.0843,1.0,0.044,0.0,0,0.0
1.337783,0.0843,1.0,0.044,0.0,0,0.0
1.34279,0.0806,1.0,0.042,0.0,0,0.0
1.347796,0.0732,1.0,0.038,0.0,0,0.0
1.352803,0.0732,1.0,0.038,0.0,0,0.0
1.35781,0.0695,1.0,0.036,0.0,0,0.0
1.362816,0.0695,1.0,0.036,0.0,0,0.0
1.367823,0.0695,1.0,0.036,0.0,0,0.0
1.37283,0.0695,1.0,0.036,0.0,0,0.0
1.377836,0.0658,1.0,0.034,0.0,0,0.0
1.382843,0.062,1.0,0.032,0.0,0,0.0
1.38785,0.062,1.0,0.032,0.0,0,0.0
1.392856,0.062,1.0,0.032,0.0,0,0.0
1.397863,0.062,1.0,0.032,0.0,0,0.0
1.40287,0.062,1.0,0.032,0.0,0,0.0
1.407876,0.062,1.0,0.032,0.0,0,0.0
1.412883,0.062,1.0,0.032,0.0,0,0.0
1.41789,0.062,1.0,0.032,0.0,0,0.0
1.422896,0.062,1.0,0.032,0.0,0,0.0
1.427903,0.062,1.0,0.032,0.0,0,0.0
1.43291,0.0583,1.0,0.03,0.0,0,0.0
1.437917,0.0583,1.0,0.03,0.0,0,0.0
1.442923,0.0583,1.0,0.03,0.0,0,0.0
1.44793,0.0507,1.0,0.026,0.0,0,0.0
1.452937,0.0507,1.0,0.026,0.0,0,0.0
1.457943,0.0507,1.0,0.026,0.0,0,0.0
1.46295,0.0507,1.0,0.026,0.0,0,0.0
1.467957,0.0507,1.0,0.026,0.0,0,0.0
1.472963,0.0507,1.0,0.026,0.0,0,0.0
1.47797,0.0469,1.0,0.024,0.0,0,0.0
1.482977,0.0469,1.0,0.024,0.0,0,0.0
1.487983,0.0469,1.0,0.024,0.0,0,0.0
1.49299,0.0469,1.0,0.024,0.0,0,0.0
1.497997,0.0469,1.0,0.024,0.0,0,0.0
1.503003,0.0431,1.0,0.022,0.0,0,0.0
1.50801,0.0431,1.0,0.022,0.0,0,0.0
1.513017,0.0431,1.0,0.022,0.0,0,0.0
1.518023,0.0392,1.0,0.02,0.0,0,0.0
1.52303,0.0392,1.0,0.02,0.0,0,0.0
1.528037,0.0392,1.0,0.02,0.0,0,0.0
1.533043,0.0392,1.0,0.02,0.0,0,0.0
1.53805,0.0392,1.0,0.02,0.0,0,0.0
1.543057,0.0392,1.0,0.02,0.0,0,0.0
1.548063,0.0315,1.0,0.016,0.0,0,0.0
1.55307,0.0315,1.0,0.016,0.0,0,0.0
1.558077,0.0315,1.0,0.016,0.0,0,0.0
1.563083,0.0315,1.0,0.016,0.0,0,0.0
1.56809,0.0237,1.0,0.012,0.0,0,0.0
1.573097,0.0237,1.0,0.012,0.0,0,0.0
1.578104,0.0237,1.0,0.012,0.0,0,0.0
1.58311,0.0237,1.0,0.012,0.0,0,0.0
1.588117,0.0237,1.0,0.012,0.0,0,0.0
1.593124,0.0237,1.0,0.012,0.0,0,0.0
1.59813,0.0237,1.0,0.012,0.0,0,0.0
1.603137,0.0237,1.0,0.012,0.0,0,0.0
1.608144,0.0237,1.0,0.012,0.0,0,0.0
1.61315,0.0237,1.0,0.012,0.0,0,0.0
1.618157,0.0237,1.0,0.012,0.0,0,0.0
1.623164,0.0237,1.0,0.012,0.0,0,0.0
1.62817,0.0237,1.0,0.012,0.0,0,0.0
1.633177,0.0237,1.0,0.012,0.0,0,0.0
1.638184,0.0237,1.0,0.012,0.0,0,0.0
1.64319,0.0237,1.0,0.012,0.0,0,0.0
1.648197,0.0237,1.0,0.012,0.0,0,0.0
1.653204,0.0237,1.0,0.012,0.0,0,0.0
1.65821,0.0237,1.0,0.012,0.0,0,0.0
1.663217,0.0237,1.0,0.012,0.0,0,0.0
1.668224,0.0237,1.0,0.012,0.0,0,0.0
1.67323,0.0237,1.0,0.012,0.0,0,0.0
1.678237,0.0198,1.0,0.01,0.0,0,0.0
1.683244,0.0198,1.0,0.01,0.0,0,0.0
1.68825,0.0198,1.0,0.01,0.0,0,0.0
1.693257,0.0198,1.0,0.01,0.0,0,0.0
1.698264,0.0159,1.0,0.008,0.0,0,0.0
1.70327,0.0159,1.0,0.008,0.0,0,0.0
1.708277,0.0159,1.0,0.008,0.0,0,0.0
1.713284,0.0159,1.0,0.008,0.0,0,0.0
1.71829,0.0159,1.0,0.008,0.0,0,0.0
1.723297,0.0159,1.0,0.008,0.0,0,0.0
1.728304,0.0159,1.0,0.008,0.0,0,0.0
1.733311,0.0159,1.0,0.008,0.0,0,0.0
1.738317,0.0159,1.0,0.008,0.0,0,0.0
1.743324,0.0159,1.0,0.008,0.0,0,0.0
1.748331,0.0159,1.0,0.008,0.0,0,0.0
1.753337,0.0159,1.0,0.008,0.0,0,0.0
1.758344,0.0159,1.0,0.008,0.0,0,0.0
1.763351,0.0159,1.0,0.008,0.0,0,0.0
1.768357,0.0159,1.0,0.008,0.0,0,0.0
1.773364,0.0119,1.0,0.006,0.0,0,0.0
1.778371,0.0119,1.0,0.006,0.0,0,0.0
1.783377,0.0119,1.0,0.006,0.0,0,0.0
1.788384,0.0119,1.0,0.006,0.0,0,0.0
1.793391,0.0119,1.0,0.006,0.0,0,0.0
1.798397,0.0119,1.0,0.006,0.0,0,0.0
1.803404,0.0119,1.0,0.006,0.0,0,0.0
1.808411,0.008,1.0,0.004,0.0,0,0.0
1.813417,0.008,1.0,0.004,0.0,0,0.0
1.818424,0.008,1.0,0.004,0.0,0,0.0
1.823431,0.008,1.0,0.004,0.0,0,0.0
1.828437,0.008,1.0,0.004,0.0,0,0.0
1.833444,0.008,1.0,0.004,0.0,0,0.0
1.838451,0.008,1.0,0.004,0.0,0,0.0
1.843457,0.008,1.0,0.004,0.0,0,0.0
1.848464,0.008,1.0,0.004,0.0,0,0.0
1.853471,0.008,1.0,0.004,0.0,0,0.0
1.858477,0.008,1.0,0.004,0.0,0,0.0
1.863484,0.008,1.0,0.004,0.0,0,0.0
1.868491,0.008,1.0,0.004,0.0,0,0.0
1.873497,0.008,1.0,0.004,0.0,0,0.0
1.878504,0.008,1.0,0.004,0.0,0,0.0
1.883511,0.008,1.0,0.004,0.0,0,0.0
1.888518,0.008,1.0,0.004,0.0,0,0.0
1.893524,0.008,1.0,0.004,0.0,0,0.0
1.898531,0.008,1.0,0.004,0.0,0,0.0
1.903538,0.008,1.0,0.004,0.0,0,0.0
1.908544,0.008,1.0,0.004,0.0,0,0.0
1.913551,0.008,1.0,0.004,0.0,0,0.0
1.918558,0.008,1.0,0.004,0.0,0,0.0
1.923564,0.008,1.0,0.004,0.0,0,0.0
1.928571,0.008,1.0,0.004,0.0,0,0.0
1.933578,0.008,1.0,0.004,0.0,0,0.0
1.938584,0.008,1.0,0.004,0.0,0,0.0
1.943591,0.008,1.0,0.004,0.0,0,0.0
1.948598,0.008,1.0,0.004,0.0,0,0.0
1.953604,0.008,1.0,0.004,0.0,0,0.0
1.958611,0.004,1.0,0.002,0.0,0,0.0
1.963618,0.004,1.0,0.002,0.0,0,0.0
1.968624,0.004,1.0,0.002,0.0,0,0.0
1.973631,0.004,1.0,0.002,0.0,0,0.0
1.978638,0.004,1.0,0.002,0.0,0,0.0
1.983644,0.004,1.0,0.002,0.0,0,0.0
1.988651,0.004,1.0,0.002,0.0,0,0.0
1.993658,0.004,1.0,0.002,0.0,0,0.0
1.998664,0.004,1.0,0.002,0.0,0,0.0
2.003671,0.004,1.0,0.002,0.0,0,0.0
2.008678,0.004,1.0,0.002,0.0,0,0.0
2.013684,0.004,1.0,0.002,0.0,0,0.0
2.018691,0.004,1.0,0.002,0.0,0,0.0
2.023698,0.004,1.0,0.002,0.0,0,0.0
2.028705,0.004,1.0,0.002,0.0,0,0.0
2.033711,0.004,1.0,0.002,0.0,0,0.0
2.038718,0.004,1.0,0.002,0.0,0,0.0
2.043725,0.004,1.0,0.002,0.0,0,0.0
2.048731,0.004,1.0,0.002,0.0,0,0.0
2.053738,0.004,1.0,0.002,0.0,0,0.0
2.058745,0.004,1.0,0.002,0.0,0,0.0
2.063751,0.004,1.0,0.002,0.0,0,0.0
2.068758,0.004,1.0,0.002,0.0,0,0.0
2.073765,0.004,1.0,0.002,0.0,0,0.0
2.078771,0.004,1.0,0.002,0.0,0,0.0
2.083778,0.004,1.0,0.002,0.0,0,0.0
2.088785,0.004,1.0,0.002,0.0,0,0.0
2.093791,0.004,1.0,0.002,0.0,0,0.0
2.098798,0.004,1.0,0.002,0.0,0,0.0
2.103805,0.004,1.0,0.002,0.0,0,0.0
2.108811,0.004,1.0,0.002,0.0,0,0.0
2.113818,0.004,1.0,0.002,0.0,0,0.0
2.118825,0.004,1.0,0.002,0.0,0,0.0
2.123831,0.004,1.0,0.002,0.0,0,0.0
2.128838,0.004,1.0,0.002,0.0,0,0.0
2.133845,0.004,1.0,0.002,0.0,0,0.0
2.138851,0.004,1.0,0.002,0.0,0,0.0
2.143858,0.004,1.0,0.002,0.0,0,0.0
2.148865,0.004,1.0,0.002,0.0,0,0.0
2.153871,0.004,1.0,0.002,0.0,0,0.0
2.158878,0.004,1.0,0.002,0.0,0,0.0
2.163885,0.004,1.0,0.002,0.0,0,0.0
2.168891,0.004,1.0,0.002,0.0,0,0.0
2.173898,0.004,1.0,0.002,0.0,0,0.0
2.178905,0.004,1.0,0.002,0.0,0,0.0
2.183912,0.004,1.0,0.002,0.0,0,0.0
2.188918,0.004,1.0,0.002,0.0,0,0.0
2.193925,0.004,1.0,0.002,0.0,0,0.0
2.198932,0.004,1.0,0.002,0.0,0,0.0
2.203938,0.004,1.0,0.002,0.0,0,0.0
2.208945,0.004,1.0,0.002,0.0,0,0.0
2.213952,0.004,1.0,0.002,0.0,0,0.0
2.218958,0.004,1.0,0.002,0.0,0,0.0
2.223965,0.004,1.0,0.002,0.0,0,0.0
2.228972,0.004,1.0,0.002,0.0,0,0.0
2.233978,0.004,1.0,0.002,0.0,0,0.0
2.238985,0.004,1.0,0.002,0.0,0,0.0
2.243992,0.004,1.0,0.002,0.0,0,0.0
2.248998,0.004,1.0,0.002,0.0,0,0.0
2.254005,0.004,1.0,0.002,0.0,0,0.0
2.259012,0.004,1.0,0.002,0.0,0,0.0
2.264018,0.004,1.0,0.002,0.0,0,0.0
2.269025,0.004,1.0,0.002,0.0,0,0.0
2.274032,0.004,1.0,0.002,0.0,0,0.0
2.279038,0.004,1.0,0.002,0.0,0,0.0
2.284045,0.004,1.0,0.002,0.0,0,0.0
2.289052,0.004,1.0,0.002,0.0,0,0.0
2.294058,0.004,1.0,0.002,0.0,0,0.0
2.299065,0.004,1.0,0.002,0.0,0,0.0
2.304072,0.004,1.0,0.002,0.0,0,0.0
2.309078,0.004,1.0,0.002,0.0,0,0.0
2.314085,0.004,1.0,0.002,0.0,0,0.0
2.319092,0.004,1.0,0.002,0.0,0,0.0
2.324098,0.004,1.0,0.002,0.0,0,0.0
2.329105,0.004,1.0,0.002,0.0,0,0.0
2.334112,0.004,1.0,0.002,0.0,0,0.0
2.339119,0.004,1.0,0.002,0.0,0,0.0
2.344125,0.0,0.0,0.0,0.0,0,0.0
2.349132,0.0,0.0,0.0,0.0,0,0.0
2.354139,0.0,0.0,0.0,0.0,0,0.0
2.359145,0.0,0.0,0.0,0.0,0,0.0
2.364152,0.0,0.0,0.0,0.0,0,0.0
2.369159,0.0,0.0,0.0,0.0,0,0.0
2.374165,0.0,0.0,0.0,0.0,0,0.0
2.379172,0.0,0.0,0.0,0.0,0,0.0
2.384179,0.0,0.0,0.0,0.0,0,0.0
2.389185,0.0,0.0,0.0,0.0,0,0.0
2.394192,0.0,0.0,0.0,0.0,0,0.0
2.399199,0.0,0.0,0.0,0.0,0,0.0
2.404205,0.0,0.0,0.0,0.0,0,0.0
2.409212,0.0,0.0,0.0,0.0,0,0.0
2.414219,0.0,0.0,0.0,0.0,0,0.0
2.419225,0.0,0.0,0.0,0.0,0,0.0
