epoch,train_total,train_reconstruction,train_kl,val_normal_total,val_normal_reconstruction,val_normal_kl
1,1.0479226837581506,1.0479064390802508,0.01626266529856556,0.8175113301761449,0.8174983859062195,0.012944269925355911
2,0.9409025432858081,0.9408385356786045,0.06401636291966425,0.9029733040370047,0.9029384255409241,0.03487849608063698
3,0.8112606126085585,0.8110087434554536,0.2518716821782583,0.9231987392902374,0.9231287837028503,0.06995558738708496
4,0.7071446535170234,0.7065607539667473,0.5838999771573836,0.8199644765853882,0.8198739886283875,0.09048795700073242
5,0.6270538258801552,0.6261654189610294,0.8884091252757738,0.7583256983757019,0.7581771612167358,0.14853715896606445
6,0.5883266165580202,0.5871156401173564,1.2109771982496775,0.7265328176915645,0.7262898087501526,0.24300894141197205
7,0.5620155384272881,0.5604674209191345,1.548117946395675,0.7041901405751705,0.7038511633872986,0.338977187871933
8,0.5420072371281158,0.5401206569011778,1.8865852038480595,0.6817510830760002,0.6813168525695801,0.4342305064201355
9,0.5198406609791688,0.5176528461919441,2.1878125586646657,0.6602167407870293,0.6596866846084595,0.5300561785697937
10,0.4908225433633471,0.48831913380959013,2.5034057116695236,0.6307195063233375,0.6300780177116394,0.6414886116981506
11,0.4458476705744123,0.44291132634053343,2.936347777164947,0.5834171856045723,0.5825863480567932,0.8308375477790833
12,0.4061846014880636,0.40283864938870423,3.345950782765919,0.5445069307088852,0.5434348583221436,1.0720723867416382
13,0.37632368189859017,0.37274027376511076,3.5834061943831084,0.5207038011550903,0.5194124579429626,1.2913432121276855
14,0.35717917729762455,0.3533569338583137,3.8222413648201963,0.4999655696153641,0.4985162019729614,1.449367642402649
15,0.3418190304199647,0.33784166118494835,3.9773723581129827,0.4769895125627518,0.4753856956958771,1.6038168668746948
16,0.3221166044395835,0.3178671004722386,4.249506073894451,0.4510827910900116,0.4492957293987274,1.7870616912841797
17,0.3047779423449743,0.30039857324047436,4.379367119960935,0.41873599207401274,0.4167756736278534,1.9603184461593628
18,0.2780663714629863,0.2734073849088529,4.6589863580449755,0.3783780403137207,0.37622249126434326,2.1555490493774414
19,0.25299901914036305,0.2480674190714216,4.931601571663242,0.3285839774608612,0.32615578174591064,2.4281957149505615
20,0.2224551829516732,0.21719730861348832,5.25787577118637,0.28085564517974854,0.27813926339149475,2.716381788253784
21,0.19409532592128526,0.18849199504516143,5.603331656742345,0.24405532038211822,0.2410607486963272,2.9945716857910156
22,0.1751131709888772,0.16937970099654584,5.733470327860381,0.21170345032215118,0.2084379643201828,3.265486001968384
23,0.15487692273627995,0.14894859313809217,5.928328984711251,0.185242231965065,0.1817435771226883,3.498654842376709
24,0.14201130120779143,0.1360248209368778,5.986478989802826,0.16491729164123536,0.16121944785118103,3.6978437900543213
25,0.12751561350750862,0.12146862570984246,6.046989250432107,0.1485267893075943,0.14472995698451996,3.796832323074341
26,0.11642099734074765,0.1101870950963105,6.233902548996649,0.1339039212465286,0.1300264149904251,3.8775062561035156
27,0.10694747641877157,0.10075074041325492,6.196734409730677,0.12302725344896316,0.11900217086076736,4.025082588195801
28,0.10033719535362627,0.0941110531514992,6.226143365117962,0.1130413943529129,0.10897292196750641,4.068472385406494
29,0.09044772314574015,0.08417018261730827,6.277539728827016,0.10498677760362625,0.10079849511384964,4.188282489776611
30,0.08746090222043094,0.08126911341988387,6.191788191583698,0.0976949234008789,0.0934286117553711,4.2663116455078125
31,0.08407515540291062,0.07787381019200108,6.20134452989145,0.08945186221599578,0.08510862290859222,4.3432393074035645
32,0.08213163223652553,0.07591960305839232,6.212029503157494,0.08521264278888703,0.08083446323871613,4.378179550170898
33,0.07456946783448636,0.06837790083947443,6.191566807171695,0.07933184695243836,0.07485947012901306,4.472376823425293
34,0.07271292537217351,0.06650222775674676,6.210697929790686,0.07478579604625701,0.07024972140789032,4.536074638366699
35,0.07120294394287677,0.06493425538505648,6.268688621471195,0.07161165595054626,0.06708112359046936,4.530532360076904
36,0.06916964871142614,0.06298177058057125,6.187876884370809,0.06766525143384934,0.06311487406492233,4.550377368927002
37,0.06163752921334135,0.05544225535995033,6.195274359252372,0.0612876723408699,0.05668724328279495,4.600429058074951
38,0.06141257480603908,0.055313824829171285,6.098749901544954,0.06008623677492142,0.055496104061603546,4.590132713317871
39,0.06184655221728681,0.055836089334740026,6.010462377463558,0.05655728730559349,0.05188852176070213,4.668765544891357
40,0.05909742372154256,0.05308650388302131,6.010920021614892,0.05283253186941147,0.04815908521413803,4.6734466552734375
41,0.05758864734098121,0.05161508270989199,5.973563795612624,0.052116803020238876,0.04744377359747887,4.67302942276001
42,0.05386740022749876,0.047855410014836036,6.01198969310631,0.04946711528301239,0.04478864371776581,4.678471565246582
43,0.05572194066239088,0.04974190669995064,5.9800329046523295,0.047352350652217864,0.042677782475948334,4.674568176269531
44,0.05642071837077876,0.05055156951240086,5.8691479381631,0.046773813724517825,0.04209280014038086,4.681013584136963
45,0.053236739111787036,0.04737920029083992,5.857538352747188,0.04475548323988915,0.04004942998290062,4.706053256988525
46,0.05379642717365185,0.04797988088300583,5.816545216283973,0.04419155177474022,0.03947257623076439,4.71897554397583
47,0.05097478499767363,0.04512443241733795,5.850352878670157,0.04455364921689033,0.03990655019879341,4.647099018096924
48,0.05346472199529643,0.047757656131105074,5.707065605930498,0.042812807202339175,0.03811241686344147,4.700390338897705
49,0.04993840190278021,0.044185516417182144,5.752885222123746,0.04231307706236839,0.03762149438261986,4.691582679748535
50,0.04906468965871838,0.04331904662379085,5.745643243465971,0.04102739080786705,0.03634997829794884,4.677412509918213
51,0.04947715686444514,0.04378800079537745,5.689155990710146,0.04021850767731667,0.035571757704019547,4.646749973297119
52,0.04993528948595879,0.044320036178119186,5.615253322740759,0.03859977686405182,0.03389342129230499,4.706355571746826
53,0.0480727510570546,0.04244097614023767,5.631774080640031,0.03950143256783485,0.034844908863306046,4.656523704528809
54,0.046539715070559526,0.04088399331656822,5.655721266026908,0.03908812013268471,0.03446391597390175,4.624204158782959
55,0.04531329600796998,0.03975215268275134,5.561143916207256,0.038210867434740066,0.0335853286087513,4.6255388259887695
56,0.04578465886666943,0.04028206120194094,5.50259755236673,0.036920987367630005,0.032295554876327515,4.62543249130249
57,0.04487619265019115,0.039410656478557515,5.465535639471547,0.03725158083438873,0.032650843262672424,4.600737571716309
58,0.046271891890011005,0.04089133758535584,5.380554131988446,0.03628414803743363,0.03164810687303543,4.636041164398193
59,0.04321231943003191,0.037843619592429455,5.3686998519200255,0.03673985755443573,0.032111331820487976,4.628525733947754
