epoch,train_total,train_reconstruction,train_kl,val_normal_total,val_normal_reconstruction,val_normal_kl
1,0.5695262684345246,0.5685568992274148,0.9693703690767288,0.26188128972053526,0.25891000032424927,2.9712893962860107
2,0.14715058213302068,0.1427046326807567,4.445949128941127,0.06181879118084908,0.05656235292553902,5.256438255310059
3,0.07217706096853528,0.06680320989574705,5.373850916290283,0.036261274322867396,0.03086521290242672,5.396061420440674
4,0.05665988887548447,0.05130600082022803,5.353887821960449,0.024415380999445915,0.01912122778594494,5.294153213500977
5,0.04975866305402347,0.044599156334570476,5.1595063974652975,0.0213262158036232,0.016256369650363922,5.069846153259277
6,0.044611862615176606,0.03960329195346151,5.00857045451573,0.018503787361085416,0.013597971759736538,4.905815601348877
7,0.04106101487874985,0.036209777269193104,4.851237307630266,0.017535855442285538,0.012763295322656631,4.772560119628906
8,0.040042430526869635,0.03534194759045328,4.700482772282192,0.01564295992255211,0.011013414710760117,4.629545211791992
9,0.037484199472836086,0.032900984352827074,4.583214827292306,0.015084204763174057,0.010567720979452133,4.516483783721924
10,0.03565036380801882,0.031167585488728115,4.482778148760114,0.013911129005253315,0.009491880424320698,4.419248580932617
11,0.033422928295390945,0.02900864483969552,4.414283285631452,0.01262524987757206,0.008237162604928017,4.388087272644043
12,0.03327982967410769,0.028951043370366098,4.328786096627372,0.013167001858353615,0.008874649181962013,4.292352676391602
13,0.03067684237914426,0.02641356517629964,4.263276947348459,0.012040333203971385,0.00780815165489912,4.232181549072266
14,0.029392291982684816,0.025199037578276226,4.193254152352469,0.011555928666144608,0.0073947724886238575,4.161156177520752
15,0.029120575699210168,0.02499661396060671,4.123961479677472,0.011710474383085966,0.007607742678374052,4.102731704711914
16,0.02804177528662341,0.023978154351455824,4.0636207946777345,0.010485805109143258,0.006412403658032417,4.07340145111084
17,0.027062725820285932,0.023020050547378403,4.042675122070312,0.009938640836626291,0.005907247308641672,4.031393527984619
18,0.02606056467635291,0.022055919737049512,4.00464471206665,0.009417389646172523,0.005436727777123451,3.9806618690490723
19,0.02623062312688146,0.0223147634016616,3.9158594775063653,0.009734995871782302,0.005828399211168289,3.9065966606140137
20,0.024966994770084107,0.021075155657955577,3.891838966151646,0.009191242542117834,0.005276696290820837,3.914546251296997
21,0.023870205399394034,0.019983959082620486,3.8862461352757047,0.009173104468733073,0.00530976289883256,3.8633415699005127
22,0.023317662514959064,0.019466758838295937,3.850903463091169,0.009319713298231364,0.0055177235044538975,3.801989793777466
23,0.023010742447205954,0.019190665465593337,3.820076875414167,0.009282290916889906,0.00546223996207118,3.8200509548187256
24,0.022131269215260232,0.01830830737224647,3.8229616919926235,0.009424158826470375,0.005658367648720741,3.765791177749634
25,0.022386729875632696,0.01863750434390136,3.749225374330793,0.008052292622625828,0.00427261833101511,3.7796742916107178
26,0.021936591181584766,0.018209622123411724,3.7269688060760497,0.008587340209633112,0.004869496915489435,3.7178432941436768
27,0.02147264043390751,0.017731827980279922,3.7408122771126884,0.008633487779647113,0.004876610357314348,3.7568774223327637
28,0.02074183027105672,0.017031019555245126,3.7108105340685165,0.007721579901874066,0.00406461488455534,3.6569650173187256
29,0.02055349337245737,0.01687830335072109,3.6751898163386754,0.007892713960260153,0.004179311450570822,3.713402509689331
30,0.02022499189674854,0.016546254021993705,3.678737775857108,0.007820423536002636,0.004156949929893017,3.663473606109619
31,0.019894895535707474,0.016246419888734816,3.6484754274640765,0.00809529534354806,0.004478289280086756,3.6170060634613037
32,0.020527416825294496,0.016885008058377674,3.6424085361480714,0.00778407458588481,0.0041523161344230175,3.631758451461792
33,0.019319522021923746,0.01569565513134003,3.6238667363848007,0.007418121723458172,0.0037802893202751875,3.6378324031829834
34,0.01902076878590243,0.01542140984237194,3.5993587695530485,0.007237015327438713,0.003632740816101432,3.6042745113372803
35,0.018560349331583296,0.014970420541933604,3.589928585106986,0.007244710387662053,0.0036225442308932543,3.622166156768799
36,0.018910769812549865,0.015305641577499253,3.6051280812399726,0.007158808708190918,0.0035980045795440674,3.5608041286468506
37,0.01825927283508437,0.014703872342620578,3.555400342287336,0.007158546335995197,0.0035825418308377266,3.5760045051574707
38,0.01771034445294312,0.014109430533008916,3.6009137595585416,0.008603595152497291,0.005057299509644508,3.546295642852783
39,0.017638618343855654,0.014094895276853016,3.543722852924892,0.00740694591216743,0.003860435215756297,3.546510696411133
40,0.01725789596204247,0.01375716742191996,3.5007283523014614,0.007207459213212133,0.003738005878403783,3.4694533348083496
41,0.016739871797391347,0.0132390228039452,3.500848772103446,0.007513927295804024,0.00399618037045002,3.517746925354004
42,0.017377497287307468,0.013874699734364237,3.502797367095947,0.00722420821711421,0.0037277298979461193,3.496478319168091
43,0.016854218255622045,0.013333124305094991,3.521093795503889,0.00698697778955102,0.003488978836685419,3.4979989528656006
44,0.016491686890380722,0.012996788704608167,3.4948980018615723,0.006748675636947156,0.003237980417907238,3.510695219039917
