epoch,train_total,train_reconstruction,train_kl,validation_normal_total,validation_normal_reconstruction,validation_normal_kl
1,0.6791782713958195,0.6782916351386479,0.8866372016906738,0.34052885031700136,0.3377208709716797,2.8079793453216553
2,0.23979965335982187,0.2354356826509748,4.363969220951625,0.14685884904861451,0.14176952838897705,5.089320659637451
3,0.13911247002908161,0.13364189773968288,5.470572015271868,0.07689154034852981,0.0712280347943306,5.663505554199219
4,0.09429675013678414,0.08853645399297987,5.760295871080671,0.04671264722943306,0.04102276638150215,5.689880847930908
5,0.07047713326726641,0.06475863493851253,5.718498187473842,0.026079634681344034,0.020437398925423622,5.64223575592041
6,0.061351423308679036,0.055887990839140755,5.463432281276158,0.020665941491723062,0.0153129193931818,5.35302209854126
7,0.057275450326715195,0.0519470915385655,5.328358615330288,0.02101657956838608,0.015793167054653168,5.22341251373291
8,0.05512871210064207,0.04995153460502624,5.177177064187186,0.018501941077411176,0.013395990245044231,5.105950832366943
9,0.05257048725230353,0.047516013612066,5.054473577008928,0.01879418596625328,0.013806488364934921,4.987697601318359
10,0.05113496722068105,0.04616868922965867,4.966277696663993,0.016055025145411492,0.011154768988490105,4.900256156921387
11,0.05001965202348573,0.04518144712107522,4.838204691423688,0.016104975298047067,0.011294739320874214,4.810235977172852
12,0.048939848199060984,0.044154460195132667,4.785387739780971,0.015003564327955247,0.010264914482831955,4.738649845123291
13,0.04749059106963022,0.042747994830778666,4.742595936911447,0.01475640443712473,0.01006320957094431,4.69319486618042
14,0.04698405286754881,0.04230646223425865,4.677590565490723,0.014031501151621342,0.009411321021616459,4.620180130004883
15,0.04536765351976667,0.04074173686248916,4.625916565159389,0.014825526021420956,0.010210244916379452,4.615281105041504
16,0.04515662433760507,0.04056766231400626,4.588961754390172,0.015287998132407665,0.010774496011435986,4.51350212097168
17,0.04439452564375741,0.039843050753218784,4.551474734606062,0.014103647522628307,0.009531485848128796,4.572161674499512
18,0.04411210957935878,0.03955651829242706,4.5555911609104704,0.014711311526596545,0.010186445899307728,4.524865627288818
19,0.04310241476382528,0.038588126801592966,4.5142878190176825,0.012806192837655543,0.008344731293618679,4.461461544036865
20,0.04387678240282195,0.03944219659652029,4.434585653032575,0.01275993701070547,0.008339575491845608,4.420361518859863
21,0.042338113455261506,0.03792782733695848,4.410285856083461,0.013689134567975998,0.009368997067213058,4.3201375007629395
22,0.040806786106313976,0.03643314105612891,4.373644819096157,0.013538193233311176,0.009161134250462055,4.377058982849121
23,0.041433162672179086,0.037080271555696216,4.352890907832554,0.014345942571759224,0.009998040273785591,4.347902297973633
24,0.04051851436836379,0.03617233631738594,4.3461778578622,0.01314148446917534,0.008842479437589645,4.299005031585693
25,0.04098980704460825,0.036686696371861865,4.303110525185721,0.011971189837902785,0.007699455600231886,4.271734237670898
26,0.039695422978912084,0.035388965477262224,4.306457198769706,0.011838995251804589,0.007546274457126856,4.292720794677734
27,0.039299733214718954,0.035040414647545134,4.259318382917131,0.012022765763103963,0.0077494727447628975,4.2732930183410645
28,0.039412864011526105,0.035138489130565095,4.274374602617536,0.011925505921244622,0.007691172882914543,4.234333038330078
29,0.037990286188466206,0.03379466292517526,4.195623103223528,0.01183631433546543,0.007654124870896339,4.182189464569092
30,0.038261923675877704,0.03405510163477489,4.206821718924386,0.012924792163074017,0.00872125755995512,4.2035346031188965
31,0.03822129898752485,0.03403834203694548,4.1829568338666645,0.012546704821288585,0.008407789282500744,4.138915538787842
32,0.03699712892600468,0.03286068536043167,4.136443456486293,0.012262048698961735,0.008106411434710026,4.155637264251709
33,0.03673148636051587,0.032610185079915185,4.121301106262207,0.012231601774692536,0.008108057081699371,4.123544692993164
34,0.03545979093738964,0.0313466529833419,4.113137741633824,0.012010685920715332,0.007923662662506104,4.0870232582092285
35,0.034839903581993924,0.030763690544451987,4.076212893240792,0.012925149567425251,0.008826051838696003,4.099097728729248
36,0.03591693216221673,0.03182121906152793,4.0957128389631,0.012672396667301654,0.008592148311436176,4.0802483558654785
37,0.03445011012043272,0.030403879748071943,4.046230202320644,0.012136582873761653,0.008138774894177914,3.9978079795837402
38,0.03463014217529978,0.030554961167914528,4.0751808024815155,0.012223087437450885,0.008150731213390827,4.072356224060059
39,0.033389626653705325,0.029335587550912586,4.0540387792314805,0.012146841801702977,0.008126565255224705,4.0202765464782715
40,0.033945710389954704,0.02992477692919118,4.0209333674839565,0.01167988808453083,0.007669614627957344,4.010273456573486
41,0.03355819055480616,0.029585011182512555,3.973179112461635,0.01145511831715703,0.007511143106967211,3.9439752101898193
42,0.03283780933107649,0.028879382505587168,3.958426618521554,0.011306564420461655,0.007379736751317978,3.9268276691436768
43,0.032783872255257196,0.02882583951779774,3.958032527378627,0.011268804151564837,0.007325944025069475,3.9428601264953613
44,0.03224319916963577,0.0283083033314773,3.9348955825805665,0.011373141925781965,0.0074757966212928295,3.8973453044891357
45,0.031584282898051395,0.027660295545203346,3.923987170464652,0.011426428437232971,0.007548406720161438,3.878021717071533
46,0.03121295356963362,0.027303885118450437,3.9090682654789517,0.011346752073615789,0.007493728306144476,3.8530237674713135
47,0.031035417018192155,0.02714489212121282,3.89052465297154,0.011494580753147602,0.007640828378498554,3.853752374649048
48,0.031930753148453575,0.028045774685059276,3.884978421456473,0.010747593950480222,0.006877310108393431,3.870283842086792
49,0.031813428596513614,0.02793412600627967,3.8793023991721016,0.012018165819346905,0.008148263208568096,3.8699026107788086
50,0.03059666602909565,0.02672837164742606,3.868294199698312,0.010992374453693629,0.007111637387424707,3.880737066268921
51,0.030416839319467544,0.02653871635198593,3.8781227195739745,0.010903468914330005,0.007036742754280567,3.8667261600494385
52,0.02991732336112431,0.026064514043075696,3.8528090180533274,0.011766825079917907,0.007916435599327087,3.8503894805908203
53,0.029468043470808437,0.025638407646758215,3.8296356553758892,0.01122021546587348,0.00742604723200202,3.79416823387146
54,0.02891406644625323,0.025081354303445134,3.832712041091919,0.0108096903860569,0.006998065859079361,3.811624526977539
55,0.0298050159152065,0.025963311133214404,3.841704714856829,0.010773065946996212,0.006964339874684811,3.8087260723114014
56,0.029056564529453006,0.02526460640175002,3.791958018003191,0.011094568323343993,0.007316089700907469,3.7784786224365234
57,0.02805110808610916,0.024266558286121915,3.784549670628139,0.01079393681138754,0.007002240978181362,3.7916958332061768
58,0.028887364835824287,0.02509135472859655,3.7960098341805595,0.011193184319883585,0.007429363671690226,3.7638206481933594
59,0.028570848912426405,0.024775469947287014,3.79537882635934,0.010755432043224574,0.006986869964748621,3.768562078475952
60,0.02841577949481351,0.02464630919950349,3.769470162200928,0.01055137699097395,0.006793173961341381,3.7582030296325684
61,0.028086598220893315,0.02431480190541063,3.7717962784358434,0.010292036350816488,0.006526825483888388,3.7652108669281006
62,0.027745552581122945,0.023954805575949804,3.7907468960898263,0.010856954164803027,0.00710162241011858,3.7553317546844482
63,0.02731204179269927,0.02356318889941488,3.7488526721954347,0.010972169399261475,0.007235467433929443,3.7367019653320312
64,0.0269845268368721,0.023238132818256107,3.7463938891819546,0.011784040167927742,0.008050383999943733,3.733656167984009
65,0.026781020489760807,0.023045289180959973,3.7357311178479877,0.009996693644672632,0.006272046361118555,3.724647283554077
66,0.02714418237251895,0.023409766640833447,3.7344154997689385,0.010926800571382046,0.007236993871629238,3.6898066997528076
67,0.02648404710165092,0.02277633136851447,3.7077155570983886,0.009982527673244476,0.0062884315848350525,3.694096088409424
68,0.025961620223522185,0.022261618409412248,3.700001720700945,0.009964560240507125,0.006267141550779343,3.697418689727783
69,0.0257640405527183,0.022072055295961245,3.6919851618630544,0.010620561636984348,0.006956675089895725,3.663886547088623
70,0.025791393580607006,0.022098684376052447,3.6927090527125768,0.010259379524737596,0.006582472939044237,3.6769065856933594
71,0.025893593876276697,0.022188966952051435,3.70462671585083,0.010964932076632976,0.0073365820571780205,3.628350019454956
72,0.02485897930732795,0.021179513575775282,3.679465541621617,0.010720985259860753,0.007043228950351477,3.6777563095092773
73,0.02520353972656386,0.021511955180764198,3.6915843466077534,0.012212664104998112,0.008584202267229557,3.6284618377685547
74,0.02472673616877624,0.021053374445438384,3.673361513192313,0.010020417794585228,0.006386434659361839,3.6339831352233887
75,0.02480693915486336,0.02110762952012675,3.6993094358171734,0.010561121989041567,0.006892569828778505,3.6685521602630615
76,0.024404908645153045,0.02071371391074998,3.69119455708095,0.010750386532396078,0.0070745027624070644,3.6758837699890137
77,0.024011053343755858,0.020305805720176016,3.7052473565237865,0.010275800753384828,0.006638356018811464,3.6374447345733643
78,0.023773772077901024,0.02008465158002717,3.6891203014918736,0.010652608506381512,0.0069995177909731865,3.653090715408325
79,0.023724701237678527,0.02006329909307616,3.661401933506557,0.010837677326053381,0.007205174770206213,3.632502555847168
80,0.02371323846919196,0.02005927336215973,3.65396501486642,0.009855378359556199,0.0062829069793224335,3.5724713802337646
