source_type,source_id,user_id,aksi,status,device,ip_address,durasi_ms,jumlah_objek,waktu,is_anomali,risk_level_source,candidate_type,anomaly_type,severity,base_record_id,mutated_features,raw_before,raw_after,primary_joint_combination,primary_joint_frequency,threat_rationale,preprocessing_status
SYNTHETIC,synth_2140,83,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,5891.0,1.0,2025-02-19 07:18:27,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_2140,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.222"", ""durasi_ms"": 5891.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-19 07:18:27""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 5891.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-02-19 07:18:27""}","[1, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_14303,47,Login,Berhasil,Virtual Machine,8.8.8.8,1934.0,1.0,2025-12-14 08:05:21,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_14303,"ip_address,device","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Windows"", ""ip_address"": ""192.168.1.13"", ""durasi_ms"": 1934.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-14 08:05:21""}","{""aksi"": ""Login"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1934.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-12-14 08:05:21""}","[1, ""Login"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_10686,73,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,1367.0,1.0,2025-09-15 16:36:34,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_10686,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.38"", ""durasi_ms"": 1367.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-15 16:36:34""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 1367.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-09-15 16:36:34""}","[2, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_5990,30,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,892.0,2.0,2025-05-27 10:06:09,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_5990,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.180"", ""durasi_ms"": 892.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-05-27 10:06:09""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 892.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-05-27 10:06:09""}","[1, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_12119,71,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,4338.0,9.0,2025-10-20 10:12:53,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_12119,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""PC Windows"", ""ip_address"": ""192.168.1.56"", ""durasi_ms"": 4338.0, ""jumlah_objek"": 9.0, ""waktu"": ""2025-10-20 10:12:53""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 4338.0, ""jumlah_objek"": 9.0, ""waktu"": ""2025-10-20 10:12:53""}","[1, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_3329,43,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,5386.0,1.0,2025-03-21 16:05:15,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_3329,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""iPhone"", ""ip_address"": ""192.168.1.77"", ""durasi_ms"": 5386.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-21 16:05:15""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 5386.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-03-21 16:05:15""}","[2, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_3454,82,Lihat Perkara,Berhasil,Virtual Machine,8.8.8.8,4624.0,3.0,2025-03-23 11:33:51,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_3454,"ip_address,device","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Android"", ""ip_address"": ""192.168.1.25"", ""durasi_ms"": 4624.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-03-23 11:33:51""}","{""aksi"": ""Lihat Perkara"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 4624.0, ""jumlah_objek"": 3.0, ""waktu"": ""2025-03-23 11:33:51""}","[2, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_6693,51,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,3075.0,2.0,2025-06-13 10:15:58,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_6693,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.223"", ""durasi_ms"": 3075.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-06-13 10:15:58""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 3075.0, ""jumlah_objek"": 2.0, ""waktu"": ""2025-06-13 10:15:58""}","[1, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_14005,59,Cari Berkas,Berhasil,Virtual Machine,8.8.8.8,4051.0,6.0,2025-12-05 13:47:31,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_14005,"ip_address,device","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.138"", ""durasi_ms"": 4051.0, ""jumlah_objek"": 6.0, ""waktu"": ""2025-12-05 13:47:31""}","{""aksi"": ""Cari Berkas"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 4051.0, ""jumlah_objek"": 6.0, ""waktu"": ""2025-12-05 13:47:31""}","[2, ""UNKNOWN"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
SYNTHETIC,synth_6930,85,Logout,Berhasil,Virtual Machine,8.8.8.8,269.0,1.0,2025-06-18 11:07:06,False,Normal,ANOMALY_V6,suspicious_external_access,Mild,synth_6930,"ip_address,device","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Laptop Windows"", ""ip_address"": ""192.168.1.204"", ""durasi_ms"": 269.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-18 11:07:06""}","{""aksi"": ""Logout"", ""status"": ""Berhasil"", ""device"": ""Virtual Machine"", ""ip_address"": ""8.8.8.8"", ""durasi_ms"": 269.0, ""jumlah_objek"": 1.0, ""waktu"": ""2025-06-18 11:07:06""}","[2, ""Logout"", ""Virtual Machine"", ""External""]",0.0,suspicious external access from virtual device,PASS_RAW_TO_PROCESS_RECORD
